1552365_at,1552439_s_at,1552754_a_at,1552943_at,1553635_s_at,1555564_a_at,1555778_a_at,1555804_a_at,1556057_s_at,1556096_s_at,1556351_at,1557122_s_at,1557395_at,1557636_a_at,1558034_s_at,1562371_s_at,1565483_at,1565484_x_at,1568612_at,201291_s_at,201292_at,201890_at,201909_at,202018_s_at,202237_at,202409_at,202410_x_at,202437_s_at,202454_s_at,202508_s_at,202859_x_at,203000_at,203001_s_at,203131_at,203400_s_at,203797_at,203798_s_at,203819_s_at,203820_s_at,203854_at,203889_at,203998_s_at,203999_at,204187_at,204260_at,204298_s_at,204379_s_at,204409_s_at,204465_s_at,204584_at,204712_at,204846_at,204850_s_at,204851_s_at,204865_at,204932_at,204933_s_at,204955_at,205000_at,205113_at,205278_at,205347_s_at,205358_at,205363_at,205433_at,205471_s_at,205472_s_at,205549_at,205551_at,205578_at,205625_s_at,205626_s_at,205728_at,205737_at,205751_at,205923_at,205932_s_at,205989_s_at,206018_at,206135_at,206140_at,206157_at,206159_at,206163_at,206172_at,206190_at,206282_at,206349_at,206385_s_at,206456_at,206502_s_at,206552_s_at,206773_at,206785_s_at,206826_at,206898_at,206915_at,206935_at,type
7.941774054,11.0697939,7.028994913,4.189396875,4.667687384,6.762458955,5.299883812,5.439003462,6.278313226,4.881694004,4.470700045,6.236461165,3.860160199,3.9926244,5.38416868,4.913255402,6.264231939,6.228277112,4.683911371,9.601134322,10.56060077,9.416526423,13.23381257,6.230132493,7.799749456,13.52251937,10.24117866,6.701639418,4.047002282,7.269619774,6.711049732,7.569694332,6.711002186,12.81332482,8.135305018,11.08126542,9.87206415,5.31091455,5.601139957,7.374889641,7.542334907,5.380213916,8.039779239,11.84731426,7.171812606,6.225371622,12.11620939,8.992022952,12.13928535,5.366729628,8.828556373,7.654936933,5.357694484,5.563884513,4.034018291,6.095194176,6.494898303,12.62491272,10.62348722,11.64020672,11.45125882,11.00568863,4.81313026,4.874274736,6.851224969,8.52761798,6.794406057,7.091505842,7.960407138,9.453927653,6.086519354,5.862380265,9.446725613,9.024179586,6.534715732,12.69522917,11.9502818,4.452960583,4.67742996,5.898131729,11.96810199,6.793469056,9.707271845,6.614635301,4.388407926,4.962706989,4.349473269,9.269445044,4.757368746,8.44912523,11.14716437,3.531664021,9.381866217,4.259337637,4.576061799,4.424736821,11.79081027,11.60940055,2
5.704236932,4.916989095,4.85349172,8.004878137,10.21894671,10.34106531,6.120459467,10.71462484,5.544025568,3.919074498,7.779538127,6.264324482,7.52055631,7.868628694,7.905330294,10.50249219,7.329673617,7.040215367,4.140172129,11.59074718,11.21323171,9.795583462,6.631332132,10.12881609,11.63828004,14.13689658,13.47929294,5.139519976,6.863725427,5.000222787,9.064981565,7.415058502,7.241079266,4.902674776,8.557945417,7.576087059,5.499788662,4.325456893,4.498387008,10.69872127,6.136511327,7.176474766,9.093893786,10.64898095,4.341952809,9.2915997,10.93241232,3.367243239,5.898499413,7.433082277,5.631478202,8.706043759,5.747058755,5.835488936,5.165610999,9.156385714,11.04601119,8.35422148,4.641525973,6.010011432,4.172967339,10.06690116,4.669511555,9.665273104,4.484575181,8.008763527,5.450294179,10.5067502,5.86154509,9.109938583,9.794662619,9.885647731,6.845729283,6.523211905,6.864509516,11.64278567,13.20404354,4.568437833,4.359713211,4.75533551,3.917212805,6.211098337,9.920262525,10.80777865,5.312739746,4.686711181,4.291873357,10.85510735,7.466583433,8.858653877,7.0350642,3.64665269,11.18388805,3.919074498,4.99706821,4.75946183,4.398603151,3.772340519,0
7.361474263,7.886726526,9.53690534,4.629873303,8.818483629,10.46618098,10.58072198,7.555629702,6.335783066,4.649454521,3.483454404,6.122099056,9.72110232,9.227216554,6.942375113,6.090430295,7.205979637,7.144943505,4.121372225,6.799742212,9.171303646,10.0686174,12.6813667,12.06094701,11.95285359,8.808754557,6.601022037,9.757900325,6.795732892,9.448978782,12.99303041,8.414395868,7.764235312,10.95564092,9.269128843,6.912188723,4.886001013,8.894089361,9.983858007,11.33328128,11.88507197,4.691791879,6.861912237,9.200074918,7.337435457,10.39402433,11.32964042,9.532901808,6.282927062,6.702824961,5.319135498,10.17976855,10.05379674,10.07197213,9.914376679,5.564600831,5.614960903,11.96804933,11.55844588,5.204992707,9.938557803,4.416408566,11.43623968,10.7044651,11.01523497,6.31937143,4.794294746,8.691795353,5.688399467,4.532898437,5.191422893,5.035698629,10.54797828,7.964431266,6.207689999,6.766323614,10.00178093,4.485693021,11.3237487,5.358222477,10.06800748,11.20102106,4.387671872,7.856150084,11.00345104,5.799627497,5.186748195,6.564604907,8.507713252,4.034889298,9.537490745,4.099185062,5.897042185,4.201381552,12.43211164,5.743487648,8.144524201,9.789079047,1
8.966520803,7.208979183,7.426001144,3.869084691,8.371264734,6.885611077,5.001423145,10.35446712,5.436077218,4.345780945,3.640593735,6.149699404,6.329942055,7.793658486,5.773557199,8.767707871,6.976474202,6.885379991,3.756393281,9.681929626,9.238890297,8.592847426,6.747436194,6.513576015,6.720083105,14.53573214,14.35263047,4.180519581,4.618859722,7.102280772,8.674997406,5.236443741,5.190279293,11.89075502,6.670209657,10.21417864,8.937404747,5.160867506,5.17176158,7.454968619,11.3450923,6.944274895,8.562673272,9.267989364,5.428495208,8.448932262,13.48619716,3.347620811,5.832800153,13.59454211,7.328093957,6.445672019,9.267769005,9.819017861,4.74290797,6.562699247,7.866300414,8.313224305,4.384214059,4.631034669,5.814533644,8.783350463,4.526638228,10.94692557,9.595643719,8.795879942,6.99159716,6.552396183,5.525867671,5.80815029,9.14642664,9.217124108,6.067038915,10.2188182,7.640455677,6.988603581,11.22840614,4.612936756,11.08344062,7.570474096,11.90355668,8.285739073,7.491211229,4.379404661,5.787480923,4.998805404,4.235053809,5.671971422,6.903654287,4.151119195,7.442222415,3.521150437,12.60088357,4.072108453,12.45978614,4.136346257,4.044614131,6.54101393,0
8.657618883,8.140086909,7.263666714,8.94914504,10.95445879,9.031426937,5.262295498,11.56459019,5.718738015,4.893267794,5.929947619,7.155071945,9.98430815,7.68840985,8.234582295,11.27868262,6.163418987,5.855930498,3.811261249,5.55685325,7.462843452,7.269044289,12.57072469,6.707911445,8.950436081,13.59572506,10.90371871,4.248017519,5.523660383,7.624853296,7.65638709,5.45449276,4.99698811,8.556354869,8.345895047,9.45755142,7.749868446,8.055691287,7.583677344,9.320633476,10.08441123,5.164161176,7.337513367,13.07818206,7.4931595,6.325232447,11.6973863,8.400926485,5.566924713,5.163644086,5.368137412,11.47442616,7.219078583,6.785530421,9.133521908,7.523462376,10.45126314,8.823331102,10.29480907,5.476641686,7.409048373,9.452941626,7.206166161,11.96509362,7.385090321,8.239525273,5.805906147,12.06608835,5.57047272,9.666418466,11.02153232,10.76641589,7.930764837,6.138285132,9.874013089,11.63826822,13.06782317,5.551663521,4.652899218,4.70653748,5.028416098,5.504564633,10.12057027,7.184485691,12.81189949,7.45555779,4.344434334,12.42486766,8.35164901,5.960450462,4.561363417,3.52261677,10.59303365,5.101678568,9.284961843,5.962536236,6.232879397,7.207583569,0
8.667305215,10.23303932,10.67989912,4.281565195,4.718249234,6.952793253,4.286699727,5.173993853,5.634744943,8.345880513,4.607429525,10.96411812,3.702576934,3.138620389,4.725955124,3.954562104,5.975140527,5.860178905,8.590282976,10.02214457,10.25791263,10.60934779,13.02099195,6.93983029,5.27950646,7.579613505,6.089620001,5.133207778,11.30778505,11.53909866,7.151701706,11.19750414,11.19292494,13.89232639,10.70201884,8.964768236,6.900663632,4.760815016,4.524584182,7.73145791,11.60668165,9.686043857,10.86010941,6.616072342,10.24151034,4.994960255,8.924526953,9.845303008,9.470389795,6.7619881,7.46019502,6.47936985,12.19242733,12.37145364,5.644134266,5.125888546,5.525013751,10.73003817,10.90084154,10.62760271,11.42675527,12.5335001,11.77802566,6.72845015,11.73324311,6.463348525,5.252594453,11.55413727,6.760239401,7.516779683,5.16156931,5.522815269,8.099642661,9.960201149,9.526249365,7.169559638,8.417058772,7.810786048,11.16089034,6.422292256,10.32591847,5.759391975,5.691658537,4.850652072,4.827151085,11.39899224,4.505897649,6.935933942,10.61435457,6.258637296,9.884793482,5.285794277,8.331191005,12.27698714,12.88722843,5.008836078,11.7287896,5.233245494,1
5.961792188,5.259306137,9.04868607,4.173929407,4.99950977,7.14068485,6.054255616,5.908521391,12.1054437,7.621460161,6.91188646,9.115150273,3.499680897,3.825240998,4.971311822,4.492116183,6.431535112,6.312349249,10.26708315,11.03583834,11.85236472,11.56255729,13.47393007,6.285510733,6.995105615,11.12996621,7.308486818,9.362120157,4.75035534,11.83631661,7.234322101,13.17958669,13.4857996,10.54393818,6.679940856,8.793496912,6.779375046,9.131425899,9.679073102,7.657875433,8.461488655,9.724442896,11.73229279,8.187382257,10.62527806,6.27598287,5.76591532,6.26546537,11.66734514,9.721207556,5.112844096,6.273734796,11.79959144,11.93081733,4.472693875,5.771457367,6.126505334,7.834440917,10.508819,6.450496151,6.7752179,13.04154638,11.91566113,4.380795449,11.41509551,9.974860538,8.574782459,6.394517508,8.96768805,7.004449859,7.375046927,7.041251934,8.295213808,10.0892055,11.83651197,11.08271954,8.447465544,4.679882376,8.947446669,11.27056045,10.54618033,9.498295583,6.027384709,12.00866514,4.930967734,5.609930692,10.96179597,4.958164583,11.14094752,4.193397235,13.03476526,9.024488283,5.885032453,5.684001595,7.328192256,4.721486122,5.209920945,8.825576516,2
10.61185734,8.254056745,6.469015579,10.0962127,11.39256277,10.81123633,6.063533636,11.04996616,5.531206291,4.437815766,9.43743446,7.544204625,10.36937353,9.914609404,9.209687034,10.93073066,6.009549894,5.546313977,4.045481468,7.55229821,8.019910808,8.00611198,12.74198434,10.48679895,12.0011365,13.34195305,11.38884702,11.93807639,5.788974915,6.5354743,10.68126626,5.248691898,5.143447073,8.002631447,8.403091734,9.320956479,8.060053206,9.057874936,9.04841665,11.36060716,8.859553853,8.496406522,9.460948314,12.20391372,8.378333437,9.819261278,11.65405994,7.927970493,5.491995029,5.606824401,10.68866343,11.51682431,5.328770513,5.522887572,12.28667109,10.61366446,11.72718068,7.515182336,11.0067842,6.165161747,5.130683106,8.834431144,7.15995559,10.95506973,6.918433638,10.86064789,9.922029426,11.95197445,5.628579563,10.43870841,10.3148158,10.0540619,8.239850281,5.609098655,8.219857942,12.41578326,13.98147319,4.706856554,4.708074883,4.858470092,4.627055073,9.984656823,9.872053232,5.21244949,3.799350776,6.70848539,4.059813952,11.8268434,8.260332925,10.45211111,4.865793662,4.479254626,11.53795394,4.286305067,10.79201973,4.414799247,5.71710152,4.345688741,0
8.358802365,10.17138442,10.20618182,4.003876426,4.595433847,6.704413814,11.9772419,5.368742835,5.851741745,4.873028832,3.467324895,5.943815858,4.321096265,3.930486095,5.088825297,4.448372658,5.856337909,6.003448107,4.089429292,9.917915787,10.40575513,11.10514134,7.339946442,8.846604598,9.297682805,10.89815754,7.61774384,5.093878206,9.717861415,10.58487835,9.221583768,10.22724661,9.780584834,13.72379958,10.79584568,6.4134838,4.865159946,9.636355563,10.10617955,7.440433367,10.95687,4.583725525,5.43292181,7.875411196,8.240067734,6.706206127,8.458010701,3.42276002,10.23255309,9.474161516,4.792244722,7.939349154,11.78766792,11.71949957,5.365796916,6.49878685,7.093407789,11.60422971,4.44405242,10.07876734,11.8254803,12.51206649,10.95177484,7.843384133,11.29406042,4.810351088,4.570036794,6.780292905,5.50374562,5.350489899,4.682078747,4.810768212,5.155063953,9.177150636,9.411740509,6.700843802,8.487603331,7.509941061,11.37694153,6.69429541,11.09489317,6.397654863,4.94574207,4.344489113,5.025647132,9.522463524,4.544378007,4.921766776,8.800927373,3.837876283,11.14847113,3.493877897,5.841740381,10.25530261,12.01772757,7.556831924,10.74891809,7.747957347,1
9.48336428,11.2411407,10.4021157,4.289706635,5.609453805,10.94569319,10.56150286,5.751477719,5.84210671,4.538250767,3.299972817,8.53317536,5.312435015,4.645727899,9.517918283,4.801353618,8.272938957,7.932814194,4.137135306,7.755475616,8.291170982,8.707075005,6.613055072,7.052970208,9.949970142,12.96274116,9.98214435,11.58162747,9.876913371,11.3190747,6.90002078,8.056486123,7.687170609,13.19064578,11.03786061,9.524600429,7.195000906,7.247450491,8.063947956,11.93674107,12.60565855,5.952443982,8.238915831,7.467939142,9.214357798,5.034567955,9.67569616,3.129431573,6.738223856,7.017212208,6.506124136,9.735581166,9.403032955,9.628562731,4.607362904,8.232934903,8.234115542,12.45400951,4.452798952,7.40288252,11.9007329,10.10118636,12.79103977,9.282793246,11.76947049,4.481639832,4.397966733,7.708739458,6.154980112,5.315041304,5.473323332,4.740190599,8.553143997,9.505280816,9.206151011,6.436607998,7.545034623,7.404345229,4.713017945,4.477746888,7.08435666,8.284493236,6.952760808,6.286854618,5.893228479,10.90057672,4.811358372,7.806478789,10.41562266,4.234241672,5.120764336,3.344172565,10.80195857,10.78100227,13.48830262,12.04122893,11.33506069,6.985024563,4
7.273475346,7.558683284,4.293442422,9.254346422,9.594859975,11.40407553,9.35633153,8.779750395,6.551119849,5.022562559,5.792508264,6.778348984,9.268318059,8.314154106,11.36032359,8.94668986,11.93759973,11.61118597,4.550295291,7.411464974,7.424737471,7.10332915,7.064824558,13.49085279,10.89447352,13.38738842,11.03792813,11.45190428,5.433471414,6.456512794,11.86212377,7.047312169,6.512669109,8.688301732,6.980033824,7.880607832,5.772799918,4.902787269,5.077861121,11.83594574,6.415474401,5.208170155,6.715553794,10.00406318,6.774563757,10.54447515,9.452232874,3.458463049,6.550603238,6.902815534,8.61171806,12.1809384,6.016528306,5.448726024,8.431406104,11.90200578,12.8673556,6.356408057,4.52120881,5.972893537,5.317336756,5.852770468,5.564626897,10.11580801,8.119775823,8.07560196,6.276854029,12.17456319,6.509709106,9.081256682,8.518016923,7.758133366,4.318358767,5.850626604,8.213274029,10.34265108,11.21126664,4.42246801,5.056605666,4.89928296,4.52120881,11.26119606,8.098858707,7.963493358,4.834162034,4.606070467,5.069903617,8.479007871,6.013269408,4.174215105,5.297646604,3.619120009,11.01922135,4.063053413,10.69681028,3.980050918,3.887573726,4.602168193,0
